Student ID,Age,Gender,Graduated high-school type,Scholarship type,Additional work,Regular artistic or sports activity,Total salary if available,Transportation to the university,Accommodation type in Cyprus,Mothers' education,Fathers' education,Number of sisters/brothers,Parental status,Mothers' occupation,Fathers' occupation,Weekly study hours,Reading frequency (non-scientific books/journals),Reading frequency (scientific books/journals),Attendance to the seminars/conferences related to the department,Impact of your projects/activities on your success,Attendance to classes,Preparation to midterm exams 1,Preparation to midterm exams 2,Taking notes in classes,Listening in classes,Discussion improves my interest and success in the course,Flip-classroom,Cumulative grade point average in the last semester (/4.00),Expected Cumulative grade point average in the graduation (/4.00),Course ID,OUTPUT Grade
410,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
411,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
412,1,1,2,5,1,1,1,2,3,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,8,0.0
413,1,2,2,3,2,2,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,3,1,3,3,3,2,1,4.0
414,1,1,2,4,1,1,1,1,3,1,3,5,1,2,4,2,2,2,1,1,1,2,1,2,3,2,1,4,2,7,6.0
415,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
416,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
417,1,1,2,5,2,2,1,1,1,1,1,1,1,2,3,3,1,2,2,1,1,1,1,3,3,3,2,5,3,9,3.0
418,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
419,2,2,3,3,2,2,1,1,1,1,3,2,1,2,5,2,2,2,1,1,1,2,1,3,2,2,1,4,3,1,1.0
420,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,8,0.0
421,1,2,2,3,2,2,3,1,1,2,4,3,1,2,4,1,1,2,1,3,2,2,1,2,1,2,1,2,2,1,2.0
422,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
423,1,2,2,5,2,2,2,1,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,3,2,3,3,4,3,5,4.0
424,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
425,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
426,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
427,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
428,1,1,1,4,2,2,1,1,1,3,5,4,2,2,2,3,2,2,1,1,1,1,1,2,2,2,3,4,2,1,0.0
429,1,2,1,4,2,2,3,1,1,1,2,5,1,2,3,2,2,2,1,1,2,1,1,2,1,3,1,1,1,1,1.0
430,3,2,2,3,2,2,1,4,2,2,2,4,1,2,1,2,2,2,1,1,1,1,1,3,2,3,3,5,4,1,3.0
431,1,1,2,5,1,1,1,2,3,1,1,1,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,4,8,0.0
432,1,1,1,4,2,2,1,1,1,3,4,4,1,2,4,2,2,2,1,1,1,1,1,3,3,2,1,4,3,9,1.0
433,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
434,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
435,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
436,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
437,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
438,1,2,3,5,1,1,1,2,3,3,4,1,1,2,1,2,2,3,1,1,1,1,1,3,2,2,1,4,3,7,5.0
439,2,1,3,3,1,1,1,1,1,1,2,5,1,2,1,1,2,2,1,1,2,1,1,2,3,3,1,3,3,1,4.0
440,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
441,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
442,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
443,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
444,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
445,1,1,2,5,1,1,1,1,4,1,1,1,1,4,1,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
446,3,2,2,3,1,2,2,1,2,1,4,2,1,2,2,3,2,2,1,1,2,1,1,3,2,2,3,4,3,1,1.0
447,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
448,1,1,2,5,1,1,1,2,3,1,1,2,1,3,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
449,1,1,2,5,1,1,1,2,4,1,1,2,1,4,3,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
450,1,1,2,5,1,1,1,2,3,2,1,2,1,4,2,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
451,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
452,1,1,2,5,1,1,1,2,3,2,2,2,1,3,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
453,1,1,2,5,1,1,1,2,4,1,1,1,1,3,2,2,2,3,2,2,1,1,1,3,3,1,1,1,3,9,0.0
454,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
455,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
456,2,2,1,3,2,2,3,1,4,3,3,2,1,2,4,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1.0
457,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
458,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
459,1,1,2,5,1,1,1,2,3,2,2,2,1,3,2,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
460,1,2,2,4,2,2,1,2,3,4,1,2,1,3,3,2,2,2,1,1,1,1,1,2,2,2,1,3,3,7,6.0
461,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
462,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
463,1,1,2,5,1,1,1,1,4,1,1,1,1,4,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
464,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
465,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
466,1,1,2,4,1,1,1,2,3,2,2,2,1,4,2,3,2,3,2,2,1,1,1,3,2,2,1,2,3,8,1.0
467,1,2,2,4,2,1,1,4,2,2,4,2,1,2,5,2,3,2,1,1,1,1,1,3,1,2,1,4,4,7,7.0
468,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,7,2.0
469,1,1,2,5,1,1,1,1,4,1,1,1,1,3,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,9,0.0
470,1,2,3,3,2,1,2,1,2,1,3,4,1,2,3,3,1,2,1,3,2,1,1,3,2,2,2,4,4,1,5.0
471,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
472,2,2,2,3,2,2,1,1,2,4,3,1,1,5,4,2,2,2,1,1,2,1,1,2,1,3,2,5,3,1,3.0
473,2,1,2,3,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,3,1,1.0
474,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
475,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
476,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
477,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
478,1,1,2,4,2,1,1,2,3,1,1,2,1,4,3,2,2,2,2,1,1,1,1,2,1,2,1,2,3,9,1.0
479,1,2,1,3,1,2,1,1,1,1,1,4,1,2,3,3,2,2,1,1,2,1,1,3,1,2,1,2,1,1,1.0
480,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
481,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
482,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
483,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,1,1,2,3,7,1.0
484,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,1,1,2,3,8,1.0
485,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
486,1,1,2,5,1,1,1,2,3,1,1,2,1,3,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
487,1,1,2,5,1,1,1,2,3,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
488,1,1,2,5,1,1,1,2,3,2,2,2,1,4,3,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
489,1,1,2,4,1,1,5,2,3,3,1,1,2,4,5,2,2,3,2,3,1,2,1,3,2,3,1,1,3,9,0.0
490,2,2,2,3,2,2,1,4,2,2,3,2,1,2,4,3,2,2,1,1,1,1,1,2,3,3,2,5,4,1,3.0
491,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
492,2,1,2,3,1,1,1,4,2,3,3,1,1,2,1,2,3,2,1,3,1,1,1,3,3,2,1,3,2,9,2.0
493,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,7,1.0
494,1,1,2,4,2,1,1,4,3,3,4,2,1,4,2,2,1,1,2,1,1,1,1,3,2,2,1,2,2,9,0.0
495,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
496,2,1,3,3,2,1,1,1,3,2,4,2,1,2,4,1,2,2,1,1,1,1,1,3,2,2,2,4,3,1,5.0
497,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,9,0.0
498,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,8,0.0
499,2,2,3,5,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,3,1,2,1,3,2,3,1,4,3,1,3.0
500,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,8,0.0
501,3,2,2,4,1,1,3,4,2,3,1,2,1,4,1,2,2,2,1,1,1,1,1,2,3,2,1,4,4,1,2.0
502,1,1,2,4,1,1,1,2,3,2,2,2,1,4,3,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
503,1,2,1,3,2,2,2,1,1,2,3,1,1,2,5,1,2,2,1,1,1,1,1,3,1,2,1,2,3,1,1.0
504,1,1,2,5,1,1,1,1,4,1,1,1,1,5,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
505,1,1,2,5,1,1,1,2,3,2,2,2,1,3,2,2,2,3,2,2,1,1,1,3,3,1,1,1,3,8,1.0
506,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
507,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
508,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
509,1,1,2,5,1,1,1,2,3,1,1,1,1,3,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
510,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
511,2,1,2,3,1,2,2,1,1,1,3,4,1,2,1,3,1,1,1,1,1,1,2,2,2,2,1,4,2,1,1.0
512,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
513,1,1,2,5,1,1,1,2,3,2,2,2,1,4,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
514,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,8,0.0
515,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
516,1,1,2,5,1,1,1,1,4,1,1,1,1,4,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
517,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
518,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
519,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
520,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
521,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
522,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
523,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
524,1,2,2,4,1,1,1,1,1,2,2,4,1,2,4,2,3,2,1,1,2,1,2,2,1,3,1,3,3,7,7.0
525,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
526,2,2,3,3,1,2,1,1,1,2,3,2,1,2,1,2,2,2,1,1,1,1,1,3,2,3,2,2,3,1,1.0
527,1,1,2,5,1,1,1,2,3,1,1,2,1,3,3,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
528,2,1,2,3,1,2,1,2,1,1,1,2,1,2,3,1,1,1,1,3,1,1,1,2,3,1,2,4,2,5,4.0
529,1,1,2,5,1,1,1,1,4,1,1,1,1,4,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
530,1,2,1,3,2,2,2,1,1,3,3,3,1,2,4,2,1,1,1,1,2,1,1,2,2,3,1,4,1,1,2.0
531,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
532,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
533,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,9,0.0
534,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
535,2,2,2,5,1,1,1,1,2,4,1,5,1,2,3,2,2,2,1,1,1,1,1,2,3,3,2,5,4,6,6.0
536,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
537,1,1,2,5,1,1,1,2,3,1,2,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
538,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
539,2,1,2,5,2,2,1,1,1,2,2,2,1,2,3,1,2,1,1,1,2,1,1,3,2,3,3,4,2,1,1.0
540,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
541,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
542,1,1,2,5,1,1,1,2,3,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
543,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
544,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,9,0.0
545,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,1,1,1,1,3,2,1,1,2,3,8,1.0
546,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
547,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
548,1,1,2,5,1,1,1,2,3,1,2,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
549,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
550,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,9,0.0
551,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
552,3,2,2,3,2,2,3,1,1,1,3,5,2,2,1,3,2,2,1,1,1,1,1,3,2,2,2,5,4,1,3.0
553,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
554,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
555,1,2,2,5,2,2,1,4,2,2,2,4,1,2,3,3,2,2,1,1,1,1,1,3,1,3,3,3,3,1,1.0
556,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
557,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
558,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
559,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,0.0
560,1,1,2,5,1,1,1,1,4,1,1,1,1,5,1,1,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
561,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
562,1,1,2,5,1,1,1,2,3,2,2,2,1,3,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
563,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
564,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
565,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
566,1,1,2,3,1,1,1,1,1,1,2,3,1,2,4,4,2,2,2,1,1,1,2,3,1,3,2,2,3,9,1.0
567,2,2,2,3,2,2,1,4,2,3,4,2,1,2,1,3,2,2,1,1,1,1,1,3,2,3,2,2,2,7,7.0
568,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
569,2,2,2,3,2,1,2,1,1,3,4,2,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,6,6.0
570,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,3,2,2,2,2,3,7,2.0
571,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
572,1,1,2,5,1,1,1,2,4,1,1,1,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
573,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
574,2,1,2,3,1,1,1,2,1,1,1,5,3,2,4,5,3,3,1,3,1,2,1,1,1,1,1,1,1,8,0.0
575,1,2,2,5,1,2,1,4,2,3,3,3,2,2,3,4,2,2,2,1,1,1,2,3,1,2,3,4,4,1,1.0
576,1,1,3,4,2,2,1,1,3,1,3,5,1,2,4,2,2,1,1,1,1,1,1,2,3,3,3,2,2,3,6.0
577,1,2,2,4,2,1,1,1,2,2,2,1,1,2,1,3,2,2,1,1,1,3,2,2,2,2,1,4,4,7,7.0
578,1,1,2,5,1,1,1,1,4,1,1,1,1,4,2,2,1,3,2,1,1,1,1,3,3,1,1,1,4,9,0.0
579,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,1,1,2,3,8,1.0
580,1,2,2,3,2,2,1,1,2,3,1,1,2,4,4,2,2,2,2,1,1,1,1,3,1,2,1,3,4,7,7.0
581,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
582,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
583,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
584,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
585,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,8,1.0
586,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
587,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
588,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,1,1,2,3,8,1.0
589,2,1,1,4,1,1,2,2,3,2,3,2,1,3,3,1,1,2,1,1,2,2,1,3,3,2,2,2,2,8,1.0
590,1,1,2,5,1,1,1,2,3,2,2,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
591,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
592,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
593,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
594,1,1,2,5,1,1,1,2,4,1,1,1,1,3,2,2,2,3,2,2,1,1,1,3,3,1,1,1,3,8,1.0
595,2,1,2,3,2,2,1,1,2,1,3,1,1,2,4,1,2,1,1,1,1,1,1,2,2,2,3,2,1,1,1.0
596,1,1,2,5,1,1,1,2,3,2,1,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
597,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
598,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
599,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
600,1,1,2,5,1,1,1,2,3,2,2,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
601,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
602,1,1,2,5,1,1,1,2,3,1,2,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
603,1,1,2,5,1,1,1,2,3,1,1,2,1,3,2,2,2,3,2,2,1,1,1,3,2,1,1,2,3,8,1.0
604,1,1,2,5,2,1,1,1,2,2,2,3,1,3,3,2,2,2,1,1,2,1,1,3,2,2,2,3,3,3,1.0
605,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
606,1,1,2,5,1,1,1,2,3,2,2,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
607,1,1,2,5,1,1,1,2,3,2,2,2,1,4,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
608,1,1,2,5,1,1,1,2,3,2,2,2,1,4,3,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
609,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
610,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
611,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
612,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
613,1,1,2,4,1,1,1,2,3,2,2,2,1,4,3,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
614,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
615,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,8,1.0
616,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,1,1,2,3,8,1.0
